record_index,IF_anomaly,LOF_anomaly,DBSCAN_anomaly,IF_score,LOF_score,ensemble_votes,ensemble_score,ensemble_majority,ensemble_unanimous,is_critical_error,is_high_frequency,is_rare_operation,is_night_hours,original_index,log_type,wf_principal_id,app_id,atype,browser,browser_version,device_os,device_os_version,uatype,asn,isp,country,frequency,log_timestamp,error_status,normalized_user_agent,operation,rw
11950,0,1,1,-0.5638077634593349,-2.2242812681295816,2,0.3295198539567176,1,0,0,0,0,0,1462,ms_graph,user5,77492573-7931-451b-89c9-49255521a8ab,app,,,,,0,8075.0,Microsoft Limited,,4,2025-12-09 09:51:08.943756,0,,directory/subscriptions,read
6938,0,1,1,-0.5632806173627404,-1.8253803768049233,2,0.32813636938460256,1,0,1,0,0,0,1486,ms_signin_int,user2,user2,user,Chrome,143.0.0,Mac,,11,147221.0,NIXI,IN,1,2025-12-09 05:10:47.022747,1,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
14660,0,1,1,-0.5620666461295284,-2.4923858477675354,2,0.32630345139531686,1,0,0,1,0,0,1525,ms_graph,user2,95dac30a-2d6e-4bb0-a64c-03e1cf798a94,app,Chrome,143.0.0,Mac,,11,17488.0,HATHWAY CABLE AND DATACOM LIMITED,,1,2025-12-09 15:30:39.140303,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,me,read
2293,0,1,1,-0.5620881529727692,-1.8063993211073348,2,0.3257606120995361,1,0,0,0,0,0,1531,ms_graph,user3,f9885e6e-6f74-46b3-b595-350157a27541,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,1,2025-12-09 12:06:43.419368,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,subscribedskus,read
12054,0,1,1,-0.5616883627087309,-2.469424135336135,2,0.325535337715721,1,0,0,0,0,0,1540,ms_signin,user1,b425ddaa-ac15-4f3c-9249-94e4b5d52661,app,,,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,4,2025-12-09 12:06:43.419368,0,,,
3304,0,1,1,-0.5600346055868697,-1.8737756159949661,2,0.32175470219017693,1,0,0,0,0,0,1605,sharepoint,user1,user1,user,Mozilla Generic,,,,7,8075.0,Microsoft Corporation,,2,2025-12-09 12:58:06.185635,0,mozilla,SiteAccessWithCustomScripts,
6567,0,1,1,-0.5574802745587816,-2.145945171672328,2,0.3169326419417372,1,0,0,1,0,0,1692,ms_graph,user3,4c5c5731-bed6-4b3f-ac87-92e1cd10a3e8,app,O365AdminPortal,,,,4,8075.0,Microsoft Corporation,,5,2025-12-09 10:21:14.159409,0,,me,read
15383,0,1,1,-0.5574649992815359,-1.969452585713379,2,0.3167518041429109,1,0,0,0,1,0,1694,ms_signin,user3,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,3,2025-12-09 10:21:14.159409,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,,
12672,0,1,1,-0.5553739044586093,-3.221197890329295,2,0.3136822947062566,1,0,0,1,0,0,1753,ms_graph,user3,4c5c5731-bed6-4b3f-ac87-92e1cd10a3e8,app,O365AdminPortal,,,,4,8075.0,Microsoft Corporation,,2,2025-12-09 10:21:14.159409,0,,me/informationprotection/sensitivitypolicysettings,read
1726,0,1,1,-0.5555291601538224,-1.9714618628325506,2,0.31292302476581896,1,0,0,0,0,0,1765,ms_signin_int,user12,user12,user,Firefox,145.0,Mac,10.15,11,147221.0,NIXI,IN,1,2025-12-09 10:21:14.159409,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,,
10850,0,1,1,-0.5547655383949729,-1.969730967122752,2,0.31141054992637035,1,0,0,0,1,0,1788,ms_graph,user3,4c5c5731-bed6-4b3f-ac87-92e1cd10a3e8,app,O365AdminPortal,,,,4,8075.0,Microsoft Corporation,,1,2025-12-09 10:21:14.159409,0,,users/$count,read
4954,0,1,1,-0.5537225658493302,-2.492109109536105,2,0.30979257178822056,1,0,0,1,0,0,1811,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Python aiohttp,3.11.18,,,0,8075.0,Microsoft Corporation,,1,2025-12-09 12:42:46.8525,0,python/ aiohttp,me/messages,read
2826,0,1,1,-0.5532963967764679,-2.101562292863145,2,0.30861602207320926,1,0,0,0,1,0,1829,ms_signin, user10,6f7e0f60-9401-4f5b-98e2-cf15bd5fd5e3,app,Edge,18.19045,Windows,10.0,11,7922.0,"Comcast Cable Communications, IP Services",US,3,2025-12-09 21:38:52.047779,1,mozilla/ windows nt applewebkit/ khtml like gecko chrome/ safari/ edge,,
12958,0,1,1,-0.5526039476617577,-2.1093747655688366,2,0.3072525223075783,1,0,0,0,0,1,1851,ms_graph,user2,ca7c7752-d6d5-409a-a0f6-57d6e4669342,app,Chrome,143.0.0,Mac,,11,17488.0,HATHWAY CABLE AND DATACOM LIMITED,,2,2025-12-09 03:58:08.822981,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,organization/*,read
20,0,1,1,-0.5518306897398911,-2.01640554640187,2,0.30564312075004824,1,0,0,0,0,0,1867,ms_graph,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,17488.0,HATHWAY CABLE AND DATACOM LIMITED,,2,2025-12-09 03:58:08.822981,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,applications/$count,read
5358,0,1,1,-0.5519105717731644,-1.8166081869511552,2,0.3056306857084984,1,0,0,0,1,0,1868,ms_graph,user2,5ec6fa7d-8684-401e-ace0-99563934eb3b,app,Kiota .NET Client,1.17.1,,,7,8075.0,Microsoft Limited,,3,2025-12-09 03:58:08.822981,0,kiota-dotnet,security/securescores,read
1792,0,1,1,-0.5517818036247957,-1.9631689422982417,2,0.305500958411865,1,0,0,0,0,0,1869,ms_signin,user2,bb3d68c2-d09e-4455-94a0-e323996dbaa3,app,azsdk-net-Identity,1.13.2,Linux,,7,17488.0,HATHWAY CABLE AND DATACOM LIMITED,IN,1,2025-12-09 03:58:08.822981,0,azsdk-net-identity/ net cbl-mariner/linux,,
10721,0,1,1,-0.5494159198332758,-2.1312356868160647,2,0.30096294601990153,1,0,0,0,0,1,1927,ms_graph, user10,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Safari,17.6,Mac,,11,7922.0,"Comcast Cable Communications, IP Services",,3,2025-12-09 18:56:48.453226,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko version/ safari,applications/$count,read
5370,0,1,1,-0.5478728582486571,-2.5089337331252852,2,0.29823196438422034,1,0,0,0,0,1,1971,ms_graph,user3,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,211,2025-12-09 10:51:07.982925,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,serviceprincipals,read
5233,0,1,1,-0.5478728582486571,-2.5089337331252852,2,0.29823196438422034,1,0,0,0,0,1,1972,ms_graph,user3,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,26,2025-12-09 10:51:07.982925,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,applicationtemplates/*,read
2673,0,1,1,-0.545933345303549,-2.023170622910776,2,0.29397966868615405,1,0,0,0,0,0,2031,ms_graph,user2,5cc1b1db-90c9-492e-a174-8e014af64557,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,3,2025-12-09 10:51:07.982925,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,me/memberof/*,read
11423,0,1,1,-0.5452240264330946,-1.886877490955478,2,0.29245981393398895,1,0,0,0,0,0,2054,ms_graph,user3,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,1,2025-12-09 10:51:07.982925,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,settings,read
2191,0,1,1,-0.5433723315088601,-1.8926147778591405,2,0.28880071417329656,1,0,0,0,0,0,2146,ms_graph,user1,81d6d3d3-4454-4675-920d-842a636cbe9d,app,Loki Server,1.20251203.4,,,7,8075.0,Microsoft Limited,,1,2025-12-09 10:36:32.521863,0,lokiserver,decoratedprofilesearchresults/batchquery,read
11956,0,1,1,-0.5426693616388356,-2.15901716294946,2,0.2876370677523288,1,0,0,0,0,0,2167,ms_graph,user3,4c5c5731-bed6-4b3f-ac87-92e1cd10a3e8,app,O365AdminPortal,,,,4,8075.0,Microsoft Corporation,,4,2025-12-09 10:36:32.521863,0,,serviceprincipals,read
217,0,1,1,-0.5419475659146767,-2.4849437244760817,2,0.28648696585807254,1,0,0,0,0,1,2188,ms_signin,user2,d2aeb141-54c8-4de4-a20d-fe9028894352,app,,,,,0,147221.0,NIXI,IN,1,2025-12-09 10:36:32.521863,0,,,
6939,0,1,1,-0.54213949797256,-1.8308070113243173,2,0.28630853070874535,1,0,0,0,0,0,2193,ms_graph,user3,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,2,2025-12-09 10:36:32.521863,1,mozilla/ macintosh intel mac os x rv gecko/ firefox,$batch,write
722,0,1,1,-0.538160294073794,-1.8277261003267504,2,0.2784321498147118,1,0,0,0,0,1,2414,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,1,2025-12-10 22:58:10.769958,0,mozilla,sites,read
12341,0,1,1,-0.5378098897158249,-2.2689438150037526,2,0.278115314633342,1,0,0,0,0,0,2473,ms_graph,user5,4c5c5731-bed6-4b3f-ac87-92e1cd10a3e8,app,O365AdminPortal,,,,4,8075.0,Microsoft Corporation,,1,2025-12-10 13:36:56.031834,0,,users/$count,read
6913,0,1,1,-0.5377175483742423,-2.189101589039181,2,0.2778644620856035,1,0,0,0,0,0,2483,ms_graph,user9,4765445b-32c6-49b0-83e6-1d93765276ca,app,Chrome,143.0.0,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,,7,2025-12-10 13:36:56.031834,1,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,me/drive,read
10950,0,1,1,-0.5372680225618051,-1.8218191010181555,2,0.27666154871143805,1,0,0,0,0,1,2533,ms_graph,user5,4c5c5731-bed6-4b3f-ac87-92e1cd10a3e8,app,,,,,0,8075.0,Microsoft Corporation,,1,2025-12-10 13:20:31.321964,0,,admin/serviceannouncement/messages,read
1795,0,1,1,-0.536208564935017,-2.4833561405316162,2,0.2751297041608503,1,0,0,0,0,0,2578,ms_signin,user9,fb8d773d-7ef8-4ec0-a117-179f88add510,app,,,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,4,2025-12-10 13:20:31.321964,0,,,
6451,0,1,1,-0.533890134986768,-2.5280489591122395,2,0.27058030716534825,1,0,0,0,0,0,2752,ms_graph,user11,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,23,2025-12-10 10:48:06.365576,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,$batch,write
1874,0,1,1,-0.5335645291729544,-3.0483131173238815,2,0.2703799967928235,1,0,0,1,0,0,2759,ms_signin_int,user11,user11,user,Chrome,143.0.0,Mac,,11,147221.0,NIXI,IN,1,2025-12-10 10:48:06.365576,1,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
15391,0,1,1,-0.5337979770868743,-2.1281338971483805,2,0.27005667932382027,1,0,0,1,0,0,2772,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,1,2025-12-10 10:48:06.365576,0,mozilla,users/*/drives,read
14490,0,1,1,-0.5317631561611322,-1.8449895882462888,2,0.26578870266743265,1,0,0,0,1,0,2862,ms_signin,user3,ca7c7752-d6d5-409a-a0f6-57d6e4669342,app,Firefox,145.0,Mac,10.15,11,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,3,2025-12-10 05:39:17.624645,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,,
1799,0,1,1,-0.5315072517361805,-2.1282980835589806,2,0.26552410303730284,1,0,0,1,0,0,2869,ms_signin,user11,ca7c7752-d6d5-409a-a0f6-57d6e4669342,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,IN,1,2025-12-10 04:02:43.649184,1,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
14740,0,1,1,-0.5312715031511723,-2.1161583570368125,2,0.2650472617362319,1,0,0,1,0,0,2877,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,8,2025-12-10 15:36:01.140736,0,mozilla,sites/*/drives,read
1435,0,1,1,-0.5307339886516604,-2.5883302558091095,2,0.26438660211979165,1,0,0,0,0,0,2899,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,1,2025-12-10 22:02:39.960174,0,mozilla,users/*/drives,read
10928,0,1,1,-0.5308053651304133,-2.400616822579809,2,0.26436764889559844,1,0,0,0,0,0,2900,ms_signin,user11,ca7c7752-d6d5-409a-a0f6-57d6e4669342,app,Chrome,143.0.0,Mac,,11,131442.0,Dna Dhanraj Telecom Private Limited,IN,1,2025-12-10 22:02:39.960174,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
11022,0,1,1,-0.5307424275137773,-1.9393560455053522,2,0.2638494898146335,1,0,0,0,0,0,2916,ms_graph,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,1,2025-12-10 14:54:04.887767,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,auditlogs/directoryaudits,read
15447,0,1,1,-0.5306390455136426,-2.1393507955565054,2,0.26381559332106236,1,0,0,0,1,0,2917,ms_signin,user2,e9f82942-396e-4006-adfb-9163dcae1561,app,,,,,0,147221.0,NIXI,IN,1,2025-12-10 14:54:04.887767,0,,,
9530,0,1,1,-0.5305421291091008,-2.0515813604606508,2,0.26354892319416756,1,0,0,0,1,0,2923,ms_signin,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,IN,1,2025-12-10 14:54:04.887767,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
447,0,1,1,-0.5303478082346604,-1.8513046076955466,2,0.26299350680255257,1,0,0,0,0,1,2940,ms_graph,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,103,2025-12-10 14:37:37.321545,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,serviceprincipals,read
12347,0,1,1,-0.5298486187400174,-1.9205408438398968,2,0.26206483151184007,1,0,0,0,0,0,2959,ms_graph,user2,62ab86f5-fe17-43c6-aaa5-cd52060b5260,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,1,2025-12-10 14:37:37.321545,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,applications/*/extensionproperties,read
7879,0,1,1,-0.5296351594548079,-1.8397471298768677,2,0.26157350785016825,1,0,0,0,1,1,2987,ms_graph,user2,62ab86f5-fe17-43c6-aaa5-cd52060b5260,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,10,2025-12-10 14:37:37.321545,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,serviceprincipals,read
5882,0,1,1,-0.5287646478845008,-2.5898063808849168,2,0.26049107722619397,1,0,0,0,0,0,3029,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-10 14:21:01.31884,0,mozilla,me,read
15401,0,1,1,-0.5282687907605521,-1.954273523454875,2,0.258967572004307,1,0,0,0,1,0,3068,ms_graph,user2,62ab86f5-fe17-43c6-aaa5-cd52060b5260,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,2,2025-12-10 14:21:01.31884,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,serviceprincipals/*,read
14616,0,1,1,-0.5259719038453488,-1.9673522439984126,2,0.2544338244576305,1,0,0,0,0,0,3206,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,11,2025-12-10 17:12:22.1578,0,mozilla,drives,read
10920,0,1,1,-0.5244241775977859,-2.161344073979626,2,0.25153684467064397,1,0,0,0,0,0,3264,ms_signin,user2,71d6e42a-13fc-4a6f-a5a5-4c36482a734e,app,,,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-11 06:03:31.319625,0,,,
12115,0,1,1,-0.5237775521031269,-1.85838985479392,2,0.24999882050849936,1,0,0,0,0,1,3308,ms_graph,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,1,2025-12-11 13:19:15.632267,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,identityprotection,read
14810,0,1,1,-0.5220723621630614,-2.6945638394217997,2,0.24733827772395478,1,0,0,1,0,0,3361,ms_signin, user10,1b3c667f-cde3-4090-b60b-3d2abd0117f0,app,Edge,18.19045,Windows,10.0,11,7922.0,"Comcast Cable Communications, IP Services",US,1,2025-12-11 20:56:14.968653,1,mozilla/ windows nt applewebkit/ khtml like gecko chrome/ safari/ edge,,
3185,0,1,1,-0.5221909140170261,-1.8583142167742834,2,0.24685923490707745,1,0,0,0,0,0,3377,ms_signin,user2,95dac30a-2d6e-4bb0-a64c-03e1cf798a94,app,Chrome,143.0.0,Mac,,11,17488.0,HATHWAY CABLE AND DATACOM LIMITED,IN,1,2025-12-11 20:34:16.249041,1,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
3274,0,1,1,-0.5208560830668901,-1.8551446622943242,2,0.2442152662437967,1,0,0,0,0,0,3444,ms_graph, user10,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Safari,17.6,Mac,,11,7922.0,"Comcast Cable Communications, IP Services",,3,2025-12-11 20:04:55.83186,1,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko version/ safari,$batch,write
867,0,1,1,-0.5206710291209613,-1.9042340515611746,2,0.24389098636594625,1,0,0,0,0,0,3447,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-11 20:04:55.83186,1,mozilla,sites/*/drives,read
3807,0,1,1,-0.5172945499477519,-2.4069158392240073,2,0.2376388312943687,1,0,0,0,0,0,3559,ms_graph, user10,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Safari,17.6,Mac,,11,7922.0,"Comcast Cable Communications, IP Services",,1,2025-12-11 18:41:57.02622,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko version/ safari,rolemanagement/directory/transitiveroleassignments,read
6744,0,1,1,-0.5174462828422102,-1.8574434852749357,2,0.23747016971813872,1,0,0,0,0,0,3563,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,1,2025-12-11 18:26:35.256068,0,mozilla,me,read
6418,0,1,1,-0.5154223493714541,-1.8859103362977565,2,0.2334896537396094,1,0,0,0,0,0,4468,ms_signin,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Python aiohttp,3.11.18,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-11 14:53:19.692241,0,python/ aiohttp,,
10987,0,1,1,-0.5147751252236445,-2.0080617528801263,2,0.23231321437344016,1,0,0,0,0,0,4502,ms_graph,user2,0032593d-6a05-4847-8ca4-4b6220ed2a1e,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,1,2025-12-11 13:02:25.740269,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,applications/$count,read
612,0,1,1,-0.514260617238202,-2.300389153629631,2,0.23154460571305424,1,0,0,0,0,0,4522,ms_signin,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,IN,4,2025-12-11 13:02:25.740269,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
10112,0,1,1,-0.5134628641076895,-3.7928876708448174,2,0.2312397141650876,1,0,0,1,0,0,4528,ms_graph,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,1,2025-12-11 13:02:25.740269,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,organization,read
10769,0,1,1,-0.5142168771093732,-2.0027902712199546,2,0.23120409617294146,1,0,0,0,0,0,4531,ms_graph,user2,0032593d-6a05-4847-8ca4-4b6220ed2a1e,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,1,2025-12-11 13:02:25.740269,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,rolemanagement/directory/roleassignments,read
368,0,1,1,-0.5120057689045565,-2.3217281214330066,2,0.22710108996309886,1,0,0,0,0,0,4657,ms_signin,user5,7969c887-ba98-48bb-8832-6c9239929d7c,app,Google Apps Script,UAEmdDd8qd9VQk_s6J_LbXUvXKMnX_YYYnPw,,,7,396982.0,Google LLC,US,1,2025-12-11 06:16:51.537953,1,mozilla/ compatible google-apps-script beanserver https script.google.com id lbxuvxkmnx_yyynpw,,
1312,0,1,1,-0.5108279887038432,-2.787044836909435,2,0.22516767039286573,1,0,0,0,0,0,5062,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,8,2025-12-12 13:48:09.836225,0,mozilla,sites/*/drives,read
11762,0,1,1,-0.5112369573371316,-1.8376826331694218,2,0.22516675655187274,1,0,0,0,0,0,5063,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,11,2025-12-12 13:48:09.836225,0,mozilla,drives,read
3317,0,1,1,-0.510609174074343,-2.039363728895375,2,0.2240966530337522,1,0,0,0,0,0,5105,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,11,2025-12-12 12:02:55.578504,0,mozilla,drives,read
1462,0,1,1,-0.5099809922012056,-3.2242895006457712,2,0.22386482527563695,1,0,0,0,0,0,5109,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-12 11:28:49.503894,0,mozilla,me,read
3315,0,1,1,-0.5102638197389971,-2.0393534105266995,2,0.22341328283893047,1,0,0,0,0,0,5127,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-12 20:14:35.286821,0,mozilla,sites,read
12260,0,1,1,-0.5100673221083991,-1.8136716707491574,2,0.22283187957197825,1,0,0,0,0,0,5146,sharepoint,user1,user1,user,Mozilla Generic,,,,7,8075.0,Microsoft Corporation,,1,2025-12-12 19:14:34.49623,0,mozilla,SearchQueryPerformed,read
10895,0,1,1,-0.5090587005906708,-1.8028632942465508,2,0.22082687110570737,1,0,0,0,0,0,5202,ms_signin,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Python aiohttp,3.11.18,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-12 15:46:15.71628,0,python/ aiohttp,,
12420,0,1,1,-0.5087817934157542,-1.7988543234486625,2,0.2202755267431073,1,0,0,0,0,0,5229,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-12 14:08:00.628582,0,mozilla,me,read
981,0,1,1,-0.5083297023262543,-1.854729554526409,2,0.2194286444765005,1,0,0,0,0,0,5282,ms_signin,user5,7969c887-ba98-48bb-8832-6c9239929d7c,app,Google Apps Script,UAEmdDd8qd9VQk_s6J_LbXUvXKMnX_YYYnPw,,,7,396982.0,Google LLC,US,2,2025-12-12 04:01:54.969186,1,mozilla/ compatible google-apps-script beanserver https script.google.com id lbxuvxkmnx_yyynpw,,
8679,0,1,1,-0.5040852185461793,-2.073872734708212,2,0.21121698533633126,1,0,0,0,0,0,5516,ms_signin,user9,5f09333a-842c-47da-a157-57da27fcbca5,app,,,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,1,2025-12-12 07:42:21.134759,0,,,
1223,0,1,1,-0.5038031261182856,-2.3680111685303893,2,0.21090980870747583,1,0,0,0,0,0,5527,ms_signin_int,user9,user9,user,Safari,18.6,Mac,,11,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,5,2025-12-12 07:42:21.134759,2,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko version/ safari,,
1283,0,1,1,-0.50227522868487,-2.7059132905787644,2,0.20817487239847976,1,0,0,0,0,0,5643,ms_graph,user2,95dac30a-2d6e-4bb0-a64c-03e1cf798a94,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,2,2025-12-12 06:40:36.867464,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,users/*,read
1202,0,1,1,-0.5019152254862372,-2.6397733065332027,2,0.20740608352462553,1,0,0,0,0,0,5686,ms_graph,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,,1,2025-12-12 06:01:40.625261,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,users/$count,read
14217,0,1,1,-0.5017308338139275,-1.9211616856834517,2,0.20642798656571393,1,0,0,0,0,0,5722,ms_signin,user2,ca7c7752-d6d5-409a-a0f6-57d6e4669342,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,IN,2,2025-12-12 06:01:40.625261,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
4146,0,1,1,-0.500279950118393,-2.498168326480376,2,0.20404948221349117,1,0,0,0,0,0,10541,sharepoint,user1,user1,user,Mozilla Generic,,,,7,8075.0,Microsoft Corporation,,1,2025-12-13 09:31:32.634857,0,mozilla,SearchQueryPerformed,read
7170,0,1,1,-0.49992013857095335,-3.3276388140342212,2,0.20404535328878132,1,0,0,0,0,0,10542,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,1,2025-12-13 09:31:32.634857,0,mozilla,users/*/drives,read
3348,0,1,1,-0.5002690352589356,-2.369104715385794,2,0.2039177466102206,1,0,0,0,0,0,10546,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-13 11:35:15.311019,0,mozilla,users/*/drives,read
